Date,Site Name,Status,Overpassing Time (Local),Overpassing Time (UTC),Overpassing Satellite,Detected Emission Rate in kg/hr,Detected Emission Rate Low in kg/hr,Detected Emission Rate High in kg/hr,Latitude (source location),Longitude (source location),Cloud Cover in %,Wind Speed in m/s,Wind Direction in °
2024-10-28,STATE 54-6 #2 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE 54-8 1 (1WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE 6-1 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE BARB 10-5 C 3BS (1WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE BIGGS BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE BRUMBY H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE C 19-15 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE C 19-20 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE CHAPMAN BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE EOT WHALE BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE EOT WHALE UNIT 30-26 (3 WELL PAD),NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE EOT WHALE UNIT 30-26 6BS /7BS,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE FRANKLIN 67-1 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE GYPSY 1/2 (2WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE JOHNSON 68 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE NEAL LETHCO 36 32 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE ROCK RIVER H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STATE SHIRE 1&2 (2WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,STEUBEN BATTERY,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,13.0,,
2024-10-28,STEUBEN PAD,OVERPASS - NO DETECTION,12:35:05,17:35:05,S2,,,,,,13.0,,
2024-10-28,STEVEN 2 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,73.0,,
2024-10-28,STEWART 22-15 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STEWART 28 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STEWART 28-21 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STEWART 30 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,STOKES 221 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,STOKES BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,79.0,,
2024-10-28,STONE CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,56.00000000000001,,
2024-10-28,STRAIN 10 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,73.0,,
2024-10-28,STRAIN 19 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,73.0,,
2024-10-28,T Y RANCH 2451 & 2453 (14WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,96.0,,
2024-10-28,T Y RANCH BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,T-Y (1-9) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,100.0,,
2024-10-28,T-Y (10-14) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,100.0,,
2024-10-28,TARGET H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,TATE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,83.0,,
2024-10-28,TATIA 0310 A/C 302H/102H (2WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,TATIA 0310 D/A 103H/202H (3WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,TATIA 2 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,TATIA BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,TETRIS SN 1-48 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,THE PREACHER 1104H (1WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,THOMASON D (683) BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,"THOMASON, W.A. BATTERY",OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,THUNDERBALL STATE BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,TIGER UNIT SN 245-252 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,TOM A CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,94.0,,
2024-10-28,TOM SAWYER 43-6 A 6H (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,55.00000000000001,,
2024-10-28,TOM SAWYER 43-6 C 4H & B 5H WELLPAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,55.00000000000001,,
2024-10-28,TOMAHAWK 2425 3&4 (2WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,TOMAHAWK 2425 5&6 (4WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,TOMAHAWK 2425 A 5/6 LS (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,TOMAHAWK BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,100.0,,
2024-10-28,TORNADO 104 -103 1 (1WP),NO OVERPASS,,,,,,,,,,,
2024-10-28,TRAILAND 4 WELL PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,TRAILAND B UNIT 3906/3907/3908 3WP,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,TRAILAND B UNIT 3907/3908 (5 WELL),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,28.999999999999996,,
2024-10-28,TRINITY STATE 8 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,TYTEX 41-42 1H BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,TYTEX L1 4601 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,UL 0312 W10 (5WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 0312 W15 (5WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 1125 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 1125 W PAD 1,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 1125 W PAD 2,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 1933 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 6-26/27 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL 6-40 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL 7 1125 EAST PAD 1,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7 1125 EAST PAD 2,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7 27 WELL (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UL 7-0312 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-10 6H PAD,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-1627 S 07WD (9WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UL 7-1627 S 08SC-N 3WD PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UL 7-17 6 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-1726 S 6SS-8SS (3WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-1726 S11SS-13SS (2WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-1726 S16SS-16MS (2WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-17B 1 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL 7-2730 S 3WD-S 5WD (4WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UL 7-30 16 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UL 7-30 5 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UL 7-30 7 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UL 7-31H CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL ANTHEM BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,24.0,,
2024-10-28,UL BENSON BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL BENSON PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL BUMBLE BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,"UL CARNIOLAN 7-49 C 1MS, A  1LS, D 2MS & B 2LS",OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,"UL CARNIOLAN 7-49 I 3MS, G 3LS, J 4MS & H 4LS WELL",OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL CARPENTER H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL CENTRAL BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UL CLEMMER BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL COMANCHE 2829 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UL COMANCHE 29-42 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UL COMANCHE 42 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UL COMANCHE A4144 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL DIGGER 1,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,35.0,,
2024-10-28,UL DIGGER 3 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,35.0,,
2024-10-28,UL DIGGER 5H-6H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,35.0,,
2024-10-28,UL DIGGER 7 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,56.00000000000001,,
2024-10-28,UL GDK BATTERY,OVERPASS - NO DETECTION,12:34:52,17:34:52,S2,,,,,,13.0,,
2024-10-28,UL II 49 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UL III 12 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL III 4 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL JOHNSON BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,"UL KANSAS 14-1 1JM, 1LS, UL AUBURN 15-28 1JM, 1WA,",OVERPASS - NO DETECTION,12:34:52,17:34:52,S2,,,,,,13.0,,
2024-10-28,UL KESWICK 27-41 A 1JM SL,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL LAKE VALLEY 10-19 1LS SL (7WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UL LUNATE A 1LS SL,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UL LUNATE C 3LS,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UL MASON H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL MASON WEST BATTERY,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,"UL MOCKINGBIRD 13-2 A 1JM, B 2MS, C 2LS, D 2WA & E",OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UL MS 3107 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL MS HZ BLK 6 UNIT 4106 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL MUSTANG BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL NORTH BATTERY,OVERPASS - NO DETECTION,12:34:52,17:34:52,S2,,,,,,13.0,,
2024-10-28,UL NORTHEAST BATTERY,OVERPASS - NO DETECTION,12:34:52,17:34:52,S2,,,,,,13.0,,
2024-10-28,UL PAGE 41-44 WELL PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL SITKA 12-1 6LS SL,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL SITKA 12-1/12-37 3S4S (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL SITKA 12-37 (6WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL SOUTH BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL SOUTHWEST BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL STANOLIND 30-27 B 1MS SL,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UL TAWNEY UNIT 8-12 6LS PAD SITE,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL TAWNY H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL TAWNY PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL TAWNY UNIT 8-12 3LS,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UL TAWNY UNIT 8-12 PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,"UNFORGIVEN 34 113-114 A 605H, 706H, 606H (3WP)",NO OVERPASS,,,,,,,,,,,
2024-10-28,UNFORGIVEN 34 113-114 BATTERY,NO OVERPASS,,,,,,,,,,,
2024-10-28,UNFORGIVEN 34 113-114 D 604H/ENFORCER 34 113-112 D,NO OVERPASS,,,,,,,,,,,
2024-10-28,UNIVERSITY 12 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 13 7R (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UNIVERSITY 2HR 6 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,35.0,,
2024-10-28,UNIVERSITY 40 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 6-11 UNIT 101LS BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 6-47 1 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 6-48 1 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 6-48 2H (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 7 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 7-10 2 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 7-10 2 PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 7-10 3 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 7-11 1 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-11 2 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-11 3 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-12 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UNIVERSITY 7-12 PAD 4,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UNIVERSITY 7-13 1 PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY 7-13 H CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY 7-1302 H1MS (2WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY 7-14 CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY 7-1627 S 2SS (4WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY 7-17 H CTB,OVERPASS - DETECTION,12:35:07,17:35:07,S2,2529.57,2023.65,3035.48,32.405876351588134,-102.2107569232839,16.0,7.84,15.87
2024-10-28,UNIVERSITY 7-1716 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-19 3 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 7-19 4 PAD,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-19 5 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 7-2 CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY 7-26 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-27 NORTH H CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-27 SOUTH H CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-2730 N (4WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-2730 N 09SA (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-2730 N 14 (4WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-28 CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-30 CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-30 H CTB,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY 7-32 CTB,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY 7-5 1 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 7-5 4 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,48.0,,
2024-10-28,UNIVERSITY 7-5 8 PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY 8 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY I BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY L1-I1 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY LANDS 2631 (6WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY LANDS 7 25 PAD 1,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY LANDS 7 25 PAD 4,OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY LANDS 7 31 PAD 5 (1WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY LANDS 7-10 PAD 2,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY LANDS 7-13 2 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY LANDS 7-13 3 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY LANDS 7-13 5 PAD,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY LANDS 7-13 6 (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UNIVERSITY LANDS 7-2631 05SB (1WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY LANDS 7-2631 08SB (6WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY LANDS 7-2631 PAD 2 (7WP),OVERPASS - NO DETECTION,12:35:07,17:35:07,S2,,,,,,16.0,,
2024-10-28,UNIVERSITY LANDS 7-2631-02SC (4WP),OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,47.0,,
2024-10-28,UNIVERSITY LANDS LEAFCUTTER A/B/C/D 1/2/3/4 LS,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,70.0,,
2024-10-28,UNIVERSITY LANDS MUSTANG 13,OVERPASS - NO USABLE DATA - CLOUDS,12:34:52,17:34:52,S2,,,,,,20.0,,
2024-10-28,UNIVERSITY MAK 101 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:34:51,17:34:51,S2,,,,,,39.0,,
2024-10-28,UPTON Z 1 BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:07,17:35:07,S2,,,,,,21.0,,
2024-10-28,VANDENBERG EAST UNIT PAD 1,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,55.00000000000001,,
2024-10-28,VANDENBERG EAST UNIT PAD 2,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,55.00000000000001,,
2024-10-28,VANDENBERG H BATTERY,OVERPASS - NO USABLE DATA - CLOUDS,12:35:05,17:35:05,S2,,,,,,55.00000000000001,,
